Moisture,EC,Soil_Temperature,N,P,K,Soil_Type,N_Class,P_Class,K_Class
62.61,2.25,31.39,82.68,55.58,66.05,Sandy,High,High,High
70.29,1.06,39.36,77.18,55.4,70.87,Clay,High,High,High
43.1,1.06,26.22,71.45,66.8,51.24,Loamy,High,High,Medium
19.02,1.05,32.99,49.72,45.72,51.07,Sandy,Medium,Medium,Medium
48.17,0.67,19.4,65.2,48.06,52.41,Clay,High,Medium,Medium
57.0,2.26,26.72,99.86,65.05,78.2,Clay,High,High,High
56.65,3.02,39.2,100.0,75.0,91.03,Loamy,High,High,High
41.5,0.55,29.86,53.64,62.94,56.28,Silty,Medium,High,High
9.79,0.65,24.33,64.48,55.56,59.83,Clay,Medium,High,High
30.98,2.22,20.65,87.17,75.0,59.44,Clay,High,High,High
69.45,2.96,33.48,78.22,58.21,87.79,Sandy,High,High,High
45.91,1.48,32.19,64.47,61.29,69.13,Peaty,Medium,High,High
42.68,1.55,26.23,80.94,55.44,64.44,Loamy,High,High,High
23.82,2.29,38.92,86.1,47.89,70.61,Loamy,High,Medium,High
30.79,1.32,18.49,67.71,49.26,55.71,Silty,High,Medium,High
67.67,0.58,24.68,58.12,43.18,55.42,Silty,Medium,Medium,High
51.65,2.71,38.26,96.12,75.0,88.52,Loamy,High,High,High
60.12,2.38,25.06,79.95,55.39,73.11,Silty,High,High,High
36.8,2.24,23.55,76.24,49.89,50.02,Sandy,High,Medium,Medium
49.12,2.73,29.75,90.04,75.0,80.73,Loamy,High,High,High
22.39,2.53,36.12,66.86,58.38,64.34,Silty,High,High,High
54.38,1.12,20.27,76.5,60.52,78.22,Loamy,High,High,High
34.93,1.56,38.75,75.69,60.94,68.57,Peaty,High,High,High
35.98,0.88,35.49,79.07,57.41,68.2,Clay,High,High,High
50.45,0.89,21.99,68.55,47.85,65.24,Loamy,High,Medium,High
70.54,2.53,33.66,88.16,72.66,90.01,Clay,High,High,High
9.48,3.08,26.47,78.9,56.67,72.69,Silty,High,High,High
62.73,3.39,26.85,100.0,64.73,92.03,Clay,High,High,High
25.47,2.39,35.23,81.83,60.77,63.38,Loamy,High,High,High
36.07,1.05,39.18,63.75,64.7,63.29,Peaty,Medium,High,High
6.53,0.82,20.79,51.46,44.3,48.91,Silty,Medium,Medium,Medium
26.07,2.94,27.25,95.38,68.8,82.54,Loamy,High,High,High
40.18,2.24,28.58,75.11,56.44,71.43,Silty,High,High,High
8.93,2.35,26.28,55.15,36.38,56.92,Sandy,Medium,Medium,High
39.38,2.84,25.99,96.41,54.59,83.54,Clay,High,Medium,High
69.9,2.61,19.15,85.21,56.13,71.76,Sandy,High,High,High
12.38,3.0,33.08,91.2,54.41,87.31,Loamy,High,Medium,High
58.51,0.67,27.6,59.85,46.23,59.22,Peaty,Medium,Medium,High
33.68,2.74,22.29,82.72,52.41,69.97,Silty,High,Medium,High
50.86,3.05,35.95,100.0,66.4,90.52,Clay,High,High,High
23.22,1.36,35.66,55.8,62.4,51.26,Silty,Medium,High,Medium
16.16,2.42,28.7,85.28,58.03,73.09,Loamy,High,High,High
16.23,1.44,24.57,59.57,54.23,60.59,Silty,Medium,Medium,High
9.93,3.37,32.04,96.93,67.86,79.36,Clay,High,High,High
18.0,0.6,24.34,38.93,56.09,52.42,Loamy,Medium,High,Medium
51.5,2.24,23.19,70.33,64.09,65.95,Silty,High,High,High
66.72,1.0,34.07,59.96,51.2,56.01,Peaty,Medium,Medium,High
61.99,2.64,18.89,96.01,75.0,95.0,Loamy,High,High,High
52.96,1.03,20.08,77.44,46.74,71.27,Loamy,High,Medium,High
12.73,1.21,18.15,62.84,46.88,52.68,Peaty,Medium,Medium,Medium
25.24,1.98,21.36,72.29,52.61,60.4,Sandy,High,Medium,High
26.69,3.24,19.52,100.0,67.2,73.22,Clay,High,High,High
22.5,1.14,39.91,51.34,56.36,43.95,Sandy,Medium,High,Medium
41.05,0.93,24.35,59.81,40.14,46.13,Silty,Medium,Medium,Medium
42.49,2.78,21.28,92.15,66.33,80.67,Peaty,High,High,High
29.98,2.0,23.3,67.04,55.62,62.91,Sandy,High,High,High
29.77,3.24,38.59,95.48,69.08,91.38,Loamy,High,High,High
63.0,0.94,29.44,67.98,49.14,63.07,Silty,High,Medium,High
60.25,2.44,26.03,83.82,52.85,77.37,Silty,High,Medium,High
26.55,1.2,37.21,54.04,53.8,48.41,Sandy,Medium,Medium,Medium
68.97,0.97,26.69,54.15,44.53,59.96,Sandy,Medium,Medium,High
71.7,2.55,25.37,100.0,65.93,87.73,Peaty,High,High,High
27.87,2.28,22.56,77.23,57.14,73.45,Clay,High,High,High
29.81,2.76,26.31,67.87,46.51,60.53,Sandy,High,Medium,High
40.39,1.43,24.97,63.43,41.43,66.93,Sandy,Medium,Medium,High
70.88,1.84,32.9,76.6,65.8,77.98,Loamy,High,High,High
66.34,1.72,24.37,78.66,50.37,47.9,Silty,High,Medium,Medium
12.18,3.45,30.7,87.7,62.41,95.0,Clay,High,High,High
32.49,1.38,19.45,77.03,43.96,60.18,Loamy,High,Medium,High
43.74,1.38,22.21,75.71,45.8,81.48,Peaty,High,Medium,High
40.22,1.56,26.96,72.38,67.24,69.55,Peaty,High,High,High
18.57,2.19,38.61,52.62,47.3,65.66,Sandy,Medium,Medium,High
65.12,1.26,26.3,52.57,62.95,61.8,Sandy,Medium,High,High
52.39,3.25,32.61,98.11,66.33,85.14,Peaty,High,High,High
63.65,1.3,23.61,62.41,45.09,60.72,Sandy,Medium,Medium,High
65.11,3.19,20.79,100.0,71.04,95.0,Clay,High,High,High
57.38,0.81,19.29,56.27,45.17,46.4,Sandy,Medium,Medium,Medium
35.74,2.47,24.72,76.38,54.55,75.63,Silty,High,Medium,High
47.74,3.22,21.47,74.37,62.5,75.76,Sandy,High,High,High
16.23,1.01,21.83,67.44,46.73,55.86,Loamy,High,Medium,High
52.16,3.4,34.74,99.54,71.05,95.0,Clay,High,High,High
17.55,1.86,18.35,73.31,58.65,70.61,Loamy,High,High,High
53.58,3.34,30.27,94.29,58.14,95.0,Loamy,High,High,High
21.07,2.53,26.35,65.94,48.04,71.22,Silty,High,Medium,High
13.23,1.4,29.14,77.89,46.23,83.7,Clay,High,Medium,High
16.57,1.06,30.38,69.3,42.6,54.79,Clay,High,Medium,Medium
5.14,1.41,24.89,73.5,50.81,51.87,Clay,High,Medium,Medium
55.31,0.78,24.49,67.41,55.75,74.53,Clay,High,High,High
56.27,0.93,34.13,58.51,40.53,63.79,Clay,Medium,Medium,High
41.05,0.81,37.17,64.46,46.08,57.77,Silty,Medium,Medium,High
16.3,1.77,22.24,64.87,44.79,70.66,Sandy,Medium,Medium,High
10.85,2.89,20.15,89.62,55.7,81.65,Loamy,High,High,High
6.34,0.92,37.75,56.9,41.18,75.14,Clay,Medium,Medium,High
16.6,0.89,25.7,36.81,40.14,49.65,Sandy,Medium,Medium,Medium
67.36,2.43,30.13,86.1,53.47,70.78,Sandy,High,Medium,High
21.91,1.09,25.91,57.51,46.44,43.18,Loamy,Medium,Medium,Medium
29.8,0.79,20.77,56.41,28.88,52.11,Silty,Medium,Low,Medium
12.37,1.0,30.97,62.35,45.71,40.98,Peaty,Medium,Medium,Medium
20.57,3.27,29.55,93.98,58.5,87.36,Peaty,High,High,High
41.35,2.96,22.47,86.71,56.48,87.13,Sandy,High,High,High
47.54,1.56,27.94,82.83,58.51,69.44,Loamy,High,High,High
22.17,2.47,35.53,74.7,60.72,78.01,Peaty,High,High,High
9.04,2.11,30.99,65.0,58.24,69.7,Sandy,Medium,High,High
32.37,2.53,20.13,77.25,51.66,76.0,Silty,High,Medium,High
21.39,2.55,30.06,70.64,64.56,84.67,Peaty,High,High,High
20.37,2.39,33.46,71.15,64.98,68.62,Sandy,High,High,High
72.19,1.3,35.44,70.27,57.69,47.96,Sandy,High,High,Medium
48.14,0.62,31.84,71.74,52.15,69.25,Clay,High,Medium,High
43.98,1.87,21.36,82.06,55.16,63.56,Silty,High,High,High
34.1,3.17,33.62,86.47,71.11,84.01,Clay,High,High,High
35.03,2.21,32.9,90.42,68.75,78.75,Loamy,High,High,High
42.86,3.0,18.54,100.0,69.56,87.94,Clay,High,High,High
53.75,3.47,27.06,100.0,75.0,90.33,Clay,High,High,High
54.15,0.99,25.32,63.98,51.65,52.77,Peaty,Medium,Medium,Medium
17.02,2.58,32.73,68.51,59.34,73.68,Sandy,High,High,High
40.01,2.52,22.75,71.98,58.9,66.87,Silty,High,High,High
33.84,3.44,31.0,100.0,59.84,93.68,Clay,High,High,High
65.94,3.46,38.09,97.01,75.0,93.39,Silty,High,High,High
49.2,2.56,35.55,83.94,53.6,92.13,Clay,High,Medium,High
42.28,1.23,38.27,53.81,62.54,81.46,Loamy,Medium,High,High
13.08,2.9,39.53,90.56,68.43,86.37,Clay,High,High,High
47.39,0.82,18.23,67.44,44.58,54.45,Peaty,High,Medium,Medium
13.2,2.84,31.7,69.12,60.74,84.49,Sandy,High,High,High
28.6,3.23,27.08,88.26,68.23,94.09,Loamy,High,High,High
15.0,1.65,36.92,75.09,46.67,70.62,Clay,High,Medium,High
53.45,2.39,23.54,90.78,68.65,75.05,Silty,High,High,High
19.44,1.79,39.58,67.42,58.94,70.39,Loamy,High,High,High
32.43,1.81,31.5,69.56,75.0,72.11,Loamy,High,High,High
67.7,1.43,35.46,79.64,67.78,73.74,Clay,High,High,High
19.3,2.79,19.88,92.76,58.62,71.87,Loamy,High,High,High
40.55,3.31,22.04,88.58,55.96,82.34,Silty,High,High,High
34.35,3.32,34.68,100.0,67.97,95.0,Loamy,High,High,High
6.27,1.02,18.48,58.12,41.79,43.15,Silty,Medium,Medium,Medium
60.49,3.12,35.97,98.36,75.0,92.05,Clay,High,High,High
9.83,2.71,18.31,65.97,61.44,62.15,Sandy,High,High,High
38.2,1.26,32.46,75.65,58.11,73.4,Loamy,High,High,High
44.25,0.7,26.03,58.43,58.95,56.42,Sandy,Medium,High,High
48.99,1.3,31.45,59.73,36.02,52.04,Silty,Medium,Medium,Medium
53.2,3.24,33.31,100.0,73.76,77.51,Loamy,High,High,High
22.73,2.4,25.53,79.88,67.23,80.2,Peaty,High,High,High
5.7,2.66,20.38,76.75,55.9,58.17,Sandy,High,High,High
55.64,1.27,19.53,67.75,41.5,71.54,Loamy,High,Medium,High
42.5,2.66,30.96,70.85,70.73,70.44,Sandy,High,High,High
63.53,0.58,29.45,68.18,58.0,65.27,Loamy,High,High,High
62.5,1.63,34.33,85.57,64.52,78.94,Clay,High,High,High
64.03,2.38,29.21,75.19,60.4,70.71,Sandy,High,High,High
38.96,0.94,27.29,57.93,65.76,53.06,Peaty,Medium,High,Medium
28.35,2.97,26.76,96.56,65.71,86.13,Peaty,High,High,High
60.41,1.21,18.58,60.73,46.41,54.34,Silty,Medium,Medium,Medium
36.59,2.46,25.38,86.47,53.49,86.05,Loamy,High,Medium,High
17.84,1.72,39.47,57.63,59.28,55.51,Sandy,Medium,High,High
64.85,2.29,37.22,68.4,70.66,78.77,Silty,High,High,High
66.78,0.82,25.25,58.38,48.49,52.58,Sandy,Medium,Medium,Medium
37.64,0.55,30.93,58.41,44.63,56.42,Loamy,Medium,Medium,High
10.3,3.23,36.64,90.12,75.0,79.4,Peaty,High,High,High
32.15,1.31,27.71,72.36,46.56,65.0,Clay,High,Medium,High
61.25,2.96,18.4,100.0,75.0,67.47,Peaty,High,High,High
68.12,3.5,19.64,100.0,59.36,82.59,Silty,High,High,High
19.24,1.13,29.23,66.49,41.23,58.36,Clay,High,Medium,High
9.69,1.3,39.33,53.4,40.93,55.9,Silty,Medium,Medium,High
66.41,2.49,33.25,100.0,57.65,93.61,Loamy,High,High,High
32.26,3.4,19.56,100.0,63.12,85.17,Clay,High,High,High
42.92,3.25,22.17,82.91,57.65,91.82,Silty,High,High,High
72.76,2.01,34.97,89.82,72.83,73.98,Loamy,High,High,High
9.66,2.89,36.51,90.42,69.82,72.28,Peaty,High,High,High
50.38,0.91,31.59,74.8,51.48,49.53,Loamy,High,Medium,Medium
10.19,3.43,32.18,80.43,75.0,83.9,Sandy,High,High,High
31.28,3.39,18.62,97.21,61.45,88.2,Loamy,High,High,High
61.27,0.99,36.23,61.58,55.94,70.04,Loamy,Medium,High,High
35.34,1.4,35.34,59.43,41.5,60.3,Sandy,Medium,Medium,High
74.8,0.8,23.7,65.09,48.47,57.31,Silty,High,Medium,High
44.13,1.32,33.59,57.28,54.78,62.77,Silty,Medium,Medium,High
27.48,2.95,22.73,91.25,51.82,95.0,Loamy,High,Medium,High
20.41,1.63,18.89,49.58,41.79,53.73,Sandy,Medium,Medium,Medium
29.54,0.77,22.43,59.38,44.81,62.91,Sandy,Medium,Medium,High
31.08,1.53,21.93,61.21,46.79,70.15,Peaty,Medium,Medium,High
9.81,3.44,25.43,88.67,54.02,82.48,Silty,High,Medium,High
30.87,2.39,27.21,88.16,66.93,82.92,Clay,High,High,High
37.5,1.75,29.19,66.61,42.75,41.87,Silty,High,Medium,Medium
55.59,1.0,28.49,59.45,41.14,55.93,Silty,Medium,Medium,High
50.97,3.46,23.95,95.29,68.64,86.21,Peaty,High,High,High
54.61,2.96,18.64,99.13,71.19,95.0,Clay,High,High,High
5.59,1.34,31.31,67.16,52.42,57.45,Peaty,High,Medium,High
20.24,0.71,26.71,68.51,46.01,56.83,Clay,High,Medium,High
51.32,0.67,24.57,60.89,46.87,58.4,Loamy,Medium,Medium,High
38.88,0.86,37.07,54.79,62.78,54.38,Clay,Medium,High,Medium
5.37,2.24,34.43,68.79,64.01,67.31,Peaty,High,High,High
61.31,3.29,36.87,100.0,69.41,93.52,Silty,High,High,High
59.1,1.99,28.89,81.43,59.72,63.82,Clay,High,High,High
43.39,3.03,20.88,98.95,64.59,89.7,Clay,High,High,High
9.65,1.84,33.32,68.18,45.1,54.17,Sandy,High,Medium,Medium
58.66,2.63,22.53,80.99,57.98,85.93,Silty,High,High,High
45.86,2.7,27.71,89.71,59.61,85.75,Loamy,High,High,High
59.74,1.02,19.43,73.86,49.31,51.28,Peaty,High,Medium,Medium
57.62,1.58,36.16,85.33,56.71,69.9,Loamy,High,High,High
61.21,2.41,20.77,78.07,61.61,77.48,Silty,High,High,High
41.26,0.71,37.87,70.63,60.79,60.09,Clay,High,High,High
14.82,1.58,37.01,68.5,53.67,69.68,Clay,High,Medium,High
51.98,2.1,28.22,68.93,50.33,70.41,Silty,High,Medium,High
48.43,3.49,34.38,100.0,75.0,95.0,Clay,High,High,High
56.96,1.92,31.63,76.86,63.66,81.19,Clay,High,High,High
16.89,2.95,35.67,93.18,62.82,84.89,Clay,High,High,High
18.65,1.8,27.5,89.89,64.28,66.71,Peaty,High,High,High
67.33,2.89,35.29,100.0,64.76,80.93,Peaty,High,High,High
57.5,2.29,28.17,75.22,41.96,82.43,Sandy,High,Medium,High
68.58,3.16,38.7,100.0,67.6,95.0,Loamy,High,High,High
58.11,1.73,28.7,64.34,68.15,64.74,Silty,Medium,High,High
46.8,2.31,28.18,71.72,55.06,72.61,Silty,High,High,High
50.79,2.39,35.27,76.1,56.97,82.19,Silty,High,High,High
67.24,1.75,36.07,68.75,58.42,75.65,Sandy,High,High,High
45.52,0.93,30.2,55.13,59.66,61.9,Peaty,Medium,High,High
49.27,0.78,21.96,52.36,43.84,44.76,Sandy,Medium,Medium,Medium
15.95,0.55,28.29,44.65,46.69,59.07,Silty,Medium,Medium,High
38.17,3.12,39.3,100.0,68.04,93.83,Loamy,High,High,High
55.15,1.21,34.57,64.86,62.93,71.27,Clay,Medium,High,High
23.97,1.13,35.85,52.34,53.78,55.82,Peaty,Medium,Medium,High
19.16,2.71,18.72,87.11,53.28,76.52,Peaty,High,Medium,High
26.97,1.46,28.29,65.41,50.73,44.9,Sandy,High,Medium,Medium
21.91,2.02,32.23,77.02,52.49,75.79,Peaty,High,Medium,High
20.04,0.99,36.26,52.57,37.19,60.58,Silty,Medium,Medium,High
34.74,3.38,19.08,89.65,60.07,83.34,Silty,High,High,High
68.55,3.05,36.75,90.99,57.15,77.94,Sandy,High,High,High
40.49,3.09,30.06,90.84,67.58,84.25,Silty,High,High,High
18.15,1.72,22.34,71.41,51.4,71.57,Loamy,High,Medium,High
10.39,2.79,24.98,69.54,65.93,65.38,Sandy,High,High,High
53.73,0.93,24.2,62.02,48.61,68.73,Loamy,Medium,Medium,High
31.8,0.53,29.68,64.99,48.82,60.75,Clay,Medium,Medium,High
62.53,0.56,19.14,55.79,36.25,56.18,Loamy,Medium,Medium,High
51.17,2.26,21.49,99.86,51.39,75.58,Clay,High,Medium,High
60.74,1.87,35.88,79.99,50.31,77.5,Clay,High,Medium,High
24.04,2.05,20.92,80.95,62.79,63.93,Loamy,High,High,High
53.47,0.52,23.13,55.21,39.99,51.13,Sandy,Medium,Medium,Medium
23.48,1.77,27.97,60.25,61.65,66.06,Silty,Medium,High,High
70.73,2.65,29.38,82.47,41.77,88.39,Silty,High,Medium,High
49.55,1.83,34.8,81.2,74.14,78.5,Clay,High,High,High
27.72,2.7,27.84,85.3,62.06,85.14,Clay,High,High,High
23.87,1.2,35.38,46.25,51.72,53.38,Sandy,Medium,Medium,Medium
18.36,2.94,31.6,80.52,53.95,74.99,Peaty,High,Medium,High
53.62,2.27,20.49,94.79,63.23,74.63,Loamy,High,High,High
20.31,1.13,21.44,70.52,45.85,71.2,Clay,High,Medium,High
46.67,1.21,27.61,55.87,40.34,63.25,Silty,Medium,Medium,High
23.52,2.38,26.73,76.68,44.33,70.84,Sandy,High,Medium,High
51.34,2.99,34.36,90.01,58.71,75.85,Loamy,High,High,High
62.05,1.75,30.78,56.68,58.74,68.97,Sandy,Medium,High,High
59.46,1.27,26.54,77.28,50.01,58.31,Loamy,High,Medium,High
58.26,3.1,21.76,100.0,52.57,79.87,Loamy,High,Medium,High
18.14,2.51,22.99,90.42,61.43,69.78,Clay,High,High,High
11.19,1.84,30.66,49.32,32.83,54.9,Sandy,Medium,Medium,Medium
53.93,1.96,27.32,70.64,65.62,73.4,Sandy,High,High,High
30.78,1.11,29.33,54.35,63.82,57.15,Silty,Medium,High,High
35.26,2.38,21.75,78.87,43.93,63.61,Silty,High,Medium,High
7.18,1.58,32.58,64.58,62.6,62.55,Clay,Medium,High,High
23.17,3.49,36.76,96.95,73.35,95.0,Clay,High,High,High
7.36,1.94,23.67,63.35,47.56,70.83,Peaty,Medium,Medium,High
66.54,1.96,28.81,75.96,54.15,71.99,Silty,High,Medium,High
22.04,2.2,39.46,68.41,66.64,67.47,Loamy,High,High,High
44.01,3.25,25.33,90.45,61.53,78.4,Sandy,High,High,High
7.73,2.9,31.09,84.55,41.99,95.0,Clay,High,Medium,High
51.68,1.85,19.98,51.56,67.98,56.1,Sandy,Medium,High,High
27.61,2.66,31.33,79.82,61.41,75.34,Sandy,High,High,High
67.85,2.26,19.97,91.08,59.28,93.05,Peaty,High,High,High
67.17,1.98,39.1,80.88,55.84,71.32,Silty,High,High,High
27.77,1.08,33.74,53.43,52.15,76.71,Clay,Medium,Medium,High
68.07,1.89,35.34,66.6,69.15,65.45,Sandy,High,High,High
74.73,1.24,33.49,77.57,62.4,58.99,Clay,High,High,High
62.78,3.24,30.97,100.0,73.44,88.7,Loamy,High,High,High
64.14,1.51,27.9,66.17,46.91,64.66,Peaty,High,Medium,High
22.43,3.36,36.88,96.51,65.63,77.43,Loamy,High,High,High
45.37,2.1,39.05,79.16,64.99,76.91,Clay,High,High,High
9.71,2.39,28.98,71.48,64.36,83.18,Clay,High,High,High
11.64,2.13,38.49,60.57,52.42,62.48,Silty,Medium,Medium,High
74.92,0.89,30.83,61.49,58.84,55.7,Sandy,Medium,High,High
27.86,1.63,29.84,49.84,41.3,69.64,Sandy,Medium,Medium,High
57.37,0.8,28.0,69.39,52.66,56.56,Loamy,High,Medium,High
61.47,2.37,22.6,89.67,59.81,83.38,Peaty,High,High,High
65.06,1.84,18.08,71.53,40.13,54.13,Sandy,High,Medium,Medium
74.83,2.83,23.31,80.06,62.43,75.15,Silty,High,High,High
21.9,1.16,29.21,54.79,46.09,59.6,Loamy,Medium,Medium,High
7.82,0.99,26.36,57.43,58.23,64.91,Loamy,Medium,High,High
33.78,1.72,27.87,58.78,48.61,56.7,Silty,Medium,Medium,High
14.11,3.28,39.57,86.73,69.85,79.55,Peaty,High,High,High
6.57,2.63,25.71,79.59,44.23,71.56,Silty,High,Medium,High
30.23,1.76,27.95,70.78,56.45,70.95,Peaty,High,High,High
59.86,2.05,20.94,74.71,51.54,62.53,Silty,High,Medium,High
44.63,0.75,19.06,53.81,37.33,47.78,Silty,Medium,Medium,Medium
26.89,3.45,35.06,100.0,75.0,95.0,Clay,High,High,High
50.8,2.5,30.56,95.92,60.96,73.6,Loamy,High,High,High
21.24,1.36,34.74,59.11,48.63,60.44,Silty,Medium,Medium,High
6.01,2.26,21.3,70.5,57.14,60.63,Silty,High,High,High
58.5,0.83,30.58,56.03,42.81,64.92,Sandy,Medium,Medium,High
48.66,3.4,23.58,100.0,70.42,95.0,Loamy,High,High,High
58.36,1.02,23.02,61.95,51.71,62.26,Sandy,Medium,Medium,High
7.73,2.44,18.25,91.46,55.89,68.75,Loamy,High,High,High
63.6,1.24,20.87,61.02,67.31,64.83,Sandy,Medium,High,High
48.37,2.65,24.8,74.17,52.49,81.61,Silty,High,Medium,High
44.44,2.83,20.57,80.93,70.48,80.45,Silty,High,High,High
48.72,2.52,39.69,85.7,71.85,83.57,Clay,High,High,High
65.51,2.34,24.79,88.48,65.35,74.58,Sandy,High,High,High
46.09,3.18,20.87,100.0,66.37,73.25,Peaty,High,High,High
45.67,0.74,22.38,62.99,64.54,72.7,Clay,Medium,High,High
74.35,1.49,30.93,71.77,52.94,61.35,Sandy,High,Medium,High
57.97,1.24,19.41,62.19,51.79,55.71,Sandy,Medium,Medium,High
35.96,3.46,36.97,100.0,75.0,85.34,Clay,High,High,High
54.52,1.67,39.15,64.05,53.52,72.32,Silty,Medium,Medium,High
32.25,2.7,23.43,69.0,64.02,76.2,Sandy,High,High,High
21.02,2.55,27.9,74.05,55.91,69.21,Silty,High,High,High
46.78,1.14,18.49,71.6,41.13,48.35,Clay,High,Medium,Medium
69.97,1.22,32.1,55.88,42.69,58.22,Silty,Medium,Medium,High
70.04,1.34,27.11,79.38,56.3,73.37,Loamy,High,High,High
28.93,1.73,23.94,81.28,60.77,68.48,Peaty,High,High,High
41.94,1.2,22.55,52.06,30.07,55.38,Sandy,Medium,Medium,High
19.81,0.56,32.39,58.27,48.32,49.7,Peaty,Medium,Medium,Medium
74.69,3.14,27.16,89.71,73.35,75.21,Silty,High,High,High
73.68,3.4,21.95,95.86,55.0,93.65,Sandy,High,Medium,High
50.47,1.52,33.16,63.81,49.36,54.11,Silty,Medium,Medium,Medium
61.31,1.52,30.43,75.86,62.89,70.08,Loamy,High,High,High
55.06,0.52,36.89,65.09,61.05,54.56,Clay,High,High,Medium
46.52,2.54,20.58,73.03,68.5,79.18,Sandy,High,High,High
8.73,2.98,35.28,94.13,58.95,86.25,Loamy,High,High,High
36.83,0.94,32.82,65.87,45.77,58.8,Loamy,High,Medium,High
52.24,0.98,20.53,62.9,58.93,59.01,Sandy,Medium,High,High
52.43,2.87,33.29,79.48,57.82,70.34,Silty,High,High,High
31.12,2.35,27.71,76.4,63.46,76.02,Loamy,High,High,High
70.92,0.63,38.79,68.4,73.07,55.01,Peaty,High,High,High
16.71,2.37,21.12,75.27,61.52,80.63,Loamy,High,High,High
40.03,1.43,32.14,62.43,58.42,63.87,Silty,Medium,High,High
53.36,1.61,26.4,73.88,63.19,68.94,Silty,High,High,High
53.8,2.81,39.05,88.5,72.62,82.32,Peaty,High,High,High
50.4,2.93,25.26,100.0,71.14,91.31,Loamy,High,High,High
24.27,1.7,39.17,59.45,51.85,55.65,Silty,Medium,Medium,High
15.93,3.34,37.83,73.66,72.76,73.62,Sandy,High,High,High
49.52,1.72,23.95,83.48,60.52,71.92,Clay,High,High,High
46.95,2.82,35.68,95.05,56.64,81.59,Clay,High,High,High
17.55,1.95,39.9,91.42,62.49,79.0,Clay,High,High,High
54.36,3.19,23.56,94.59,49.12,86.21,Loamy,High,Medium,High
36.86,3.22,27.61,93.14,70.92,79.04,Peaty,High,High,High
51.74,0.76,29.44,50.35,46.23,46.01,Silty,Medium,Medium,Medium
63.62,3.31,24.49,91.53,75.0,89.68,Sandy,High,High,High
16.88,2.98,18.34,79.47,58.2,54.84,Sandy,High,High,Medium
6.34,2.87,22.84,81.98,65.69,71.26,Loamy,High,High,High
59.54,1.1,24.2,76.97,45.92,77.05,Clay,High,Medium,High
47.68,2.92,27.76,92.88,70.74,83.51,Loamy,High,High,High
53.97,3.05,21.76,100.0,58.91,91.04,Peaty,High,High,High
63.67,1.37,37.21,66.94,67.89,72.89,Peaty,High,High,High
61.2,3.36,33.51,100.0,59.35,86.69,Silty,High,High,High
72.26,0.65,19.87,60.58,47.32,42.86,Silty,Medium,Medium,Medium
42.52,0.95,32.3,69.76,42.8,51.5,Peaty,High,Medium,Medium
39.19,2.11,32.38,78.84,60.61,64.97,Peaty,High,High,High
33.13,2.23,39.04,72.54,75.0,79.42,Peaty,High,High,High
15.76,2.44,18.07,82.11,60.55,78.27,Loamy,High,High,High
45.08,0.55,23.45,50.51,46.3,48.6,Peaty,Medium,Medium,Medium
24.39,3.38,38.41,82.62,45.27,81.73,Sandy,High,Medium,High
69.49,0.63,38.51,67.13,53.04,65.68,Clay,High,Medium,High
45.82,0.93,33.85,62.36,56.66,61.86,Peaty,Medium,High,High
46.5,0.54,34.85,69.44,48.58,55.07,Clay,High,Medium,High
29.84,2.2,20.01,81.54,66.97,84.67,Loamy,High,High,High
8.64,3.3,29.31,83.89,65.48,91.81,Clay,High,High,High
7.22,2.5,23.09,100.0,64.56,74.48,Loamy,High,High,High
34.63,2.97,21.99,78.7,59.27,72.23,Sandy,High,High,High
10.92,0.54,35.83,57.62,45.31,47.28,Loamy,Medium,Medium,Medium
47.48,2.13,20.97,75.31,53.72,77.91,Loamy,High,Medium,High
66.67,1.88,28.31,75.11,48.99,66.71,Silty,High,Medium,High
66.8,2.0,38.65,75.31,73.1,79.18,Peaty,High,High,High
51.13,0.72,22.09,45.66,44.52,44.12,Peaty,Medium,Medium,Medium
19.79,2.55,39.52,68.68,63.35,68.07,Sandy,High,High,High
65.41,2.01,39.87,70.44,56.86,71.34,Sandy,High,High,High
67.03,2.8,30.22,92.08,58.17,93.19,Peaty,High,High,High
18.77,1.96,21.74,69.02,54.0,56.14,Silty,High,Medium,High
56.62,0.95,24.95,64.64,45.2,51.16,Peaty,Medium,Medium,Medium
25.06,2.44,27.34,74.87,52.4,73.57,Silty,High,Medium,High
61.18,1.02,24.81,60.12,38.55,56.3,Sandy,Medium,Medium,High
74.81,3.12,24.17,100.0,65.89,81.84,Clay,High,High,High
7.1,2.34,39.39,64.04,56.34,55.56,Sandy,Medium,High,High
67.82,0.97,21.37,55.04,45.53,52.05,Sandy,Medium,Medium,Medium
48.58,3.39,34.13,100.0,75.0,92.33,Loamy,High,High,High
73.14,2.06,18.01,86.89,60.22,87.3,Loamy,High,High,High
37.55,0.72,31.12,58.01,74.98,50.86,Loamy,Medium,High,Medium
64.32,2.38,38.15,90.3,70.65,87.59,Loamy,High,High,High
9.37,1.26,24.33,56.62,30.72,39.5,Silty,Medium,Medium,Medium
28.47,2.91,22.08,85.71,58.44,83.1,Peaty,High,High,High
9.69,2.95,32.34,97.37,62.75,94.16,Clay,High,High,High
73.27,3.44,33.68,86.79,64.64,90.43,Sandy,High,High,High
62.19,2.01,33.14,67.4,59.68,67.08,Silty,High,High,High
64.68,1.86,25.02,89.81,55.25,86.0,Clay,High,High,High
70.66,2.76,23.55,98.52,64.55,82.88,Silty,High,High,High
